danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre,song_name
0.7240000000000001,0.68,7,-8.04,0,0.244,0.267,5.41e-06,0.118,0.247,159.994,6gcopravayFoqn40l3XHu6,144000,4,Underground Rap,Oh Darling
0.81,0.735,8,-4.522,1,0.171,0.00454,0.0828,0.115,0.134,119.994,5VphpldmtVyZH6S8RpHWLT,192000,4,Underground Rap,Death by Dishonor
0.5760000000000001,0.785,2,-3.358,1,0.0436,0.000783,0.706,0.0906,0.263,130.17700000000002,4Xs3odCTFE1TNu0ETX4Gr5,114471,4,Underground Rap,Creepin' N Lurkin'
0.723,0.4589999999999999,11,-10.259,1,0.239,0.0009599999999999,0.0,0.11,0.313,139.972,3Bo3lNVQTtZYMCoItX8dKW,197143,4,Underground Rap,P.S Fuck You Cunt (feat. Lil Peep)
0.5720000000000001,0.613,6,-9.866,1,0.0567,0.0635,0.000239,0.204,0.5,109.975,1DZJ2pdhbUDTUVG2IcAXNB,143583,4,Underground Rap,We up (feat. Bones)
0.8440000000000001,0.52,5,-10.626,0,0.5329999999999999,0.00221,0.00122,0.7,0.289,149.995,7wPHEEGn0rWMZEDrDcOaDa,203897,4,Underground Rap,Carrollton
0.831,0.8140000000000001,2,-7.364,1,0.42,0.0598,0.0134,0.0556,0.389,156.985,2Vc6NJ9PW9gD9q343XFRKx,124539,4,Underground Rap,Mercury: Retrograde
0.853,0.726,3,-7.414,0,0.0728,0.362,0.000329,0.11,0.821,136.07299999999998,00RaykzZO1vFk3eSSxHYHV,140251,4,Underground Rap,Dirt
0.605,0.336,3,-11.159,0,0.071,0.7070000000000001,0.715,0.132,0.211,150.096,6XJjKfeDAouwMvXxSlRvez,102478,4,Underground Rap,Who Is Freddie Dredd?
0.755,0.695,9,-5.962999999999999,1,0.26,0.0179,0.0,0.107,0.493,128.063,2ooF4088y5L72c4YTEJQoB,101851,4,Underground Rap,YuNg BrAtZ
0.69,0.8029999999999999,7,-9.084,0,0.0915,0.5770000000000001,6.49e-05,0.1169999999999999,0.204,161.489,1ZNVczQsUBA64aWhvWqaap,178224,4,Underground Rap,CtrlAltDelete
0.7170000000000001,0.925,0,-4.246,1,0.311,0.244,0.0,0.287,0.412,137.989,3STThGLjuFSaoseZvWupmx,212245,4,Underground Rap,Chain$Aw
0.701,0.96,10,-4.713,0,0.295,0.138,0.0,0.0551,0.679,169.918,6FedDqs2oWhq77ju6CzYqC,114053,4,Underground Rap,66SLAVS
0.866,0.8109999999999999,5,-4.566,1,0.241,0.00156,0.000199,0.109,0.775,169.99900000000002,4s4y5IKiOKG0Az0kUt9rSR,98664,4,Underground Rap,On Me
0.743,0.411,2,-7.343,1,0.376,0.254,0.0,0.292,0.3389999999999999,119.693,7t2eWdGWBTAxaXxaGqq9ts,140657,4,Underground Rap,Life Is Short
0.747,0.3879999999999999,8,-8.307,1,0.384,0.0773,0.314,0.126,0.223,164.861,1xw3s0E9MNtRftzYFQrdqt,129033,4,Underground Rap,Pipe Down
0.727,0.825,2,-3.245,1,0.103,0.0145,0.0,0.118,0.389,167.97400000000002,3er7NHWboyZoPFwFu1VZuq,151429,4,Underground Rap,Mosh Pit Killa
0.816,0.5770000000000001,1,-5.997999999999999,1,0.41,0.139,0.0,0.0827,0.4589999999999999,171.028,3sdYpdTTn4fdfu4cyisnt0,148140,4,Underground Rap,Pumpkins Scream In the Dead of Night (feat. shinigami)
0.809,0.555,8,-6.799,1,0.3379999999999999,0.036,0.0,0.143,0.451,160.035,7Hvy3mngoXxYsdVVUvtO6R,138057,4,Underground Rap,Conversations With the Devil
0.407,0.989,1,-0.129,1,0.395,0.00237,0.0384,0.0905,0.4039999999999999,155.388,0rUYDEctGqoeLm9vnOiAX5,135849,4,Underground Rap,MyGothBitchCameWithaglock
0.855,0.569,8,-11.803,1,0.376,0.332,0.7,0.1119999999999999,0.632,160.018,4zXsEmVunYSM60wSWnvqgM,111469,4,Underground Rap,Growth Stunt
0.8220000000000001,0.623,9,-6.928,1,0.14,0.0473,0.0,0.0991,0.653,155.0,1upYFcTFgMr8LvyB69X45i,133419,4,Underground Rap,Leedle Leedle Lee
0.809,0.8109999999999999,5,-6.412000000000001,1,0.2689999999999999,0.00469,1.93e-05,0.0946,0.7659999999999999,104.035,1c0T0RGl3eF6GDZQyFvp1Q,161538,4,Underground Rap,When It's All Gone
0.6659999999999999,0.932,2,-5.575,1,0.664,0.00894,0.0,0.41,0.524,168.02,4RsWA8YFk3Yp8aVV9loOlL,135764,4,Underground Rap,Modelo
0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,2gQYziDV5cSTRSqr6akzi5,210387,4,Underground Rap,Take A Step Back
0.8640000000000001,0.7290000000000001,2,-4.621,1,0.275,0.00908,0.0,0.105,0.285,203.982,4iO6aCCNBAN2TGTD5JYIiq,124033,4,Underground Rap,Case 19 (feat. 6ix9ine)
0.7929999999999999,0.615,11,-11.613,1,0.119,0.00774,0.000103,0.0575,0.6859999999999999,159.916,3BYY2756aaf3cCfrqaVRAt,160297,4,Underground Rap,Ghost Rider
0.5489999999999999,0.987,1,-2.09,0,0.414,0.0384,0.0,0.214,0.24,184.052,23sFDCjLKbzMu0SWqGZsFf,100347,4,Underground Rap,DAWG
0.852,0.507,6,-7.382999999999999,1,0.293,0.171,0.00683,0.0895,0.3979999999999999,199.992,7aayLkoDFs4CLdi6zUNph1,153600,4,Underground Rap,Pe$Os
0.759,0.353,0,-13.749,0,0.1119999999999999,0.347,0.000127,0.073,0.17,152.034,183y4YI42NDVnCHha7BuMt,143776,1,Underground Rap,Mad as Fuck
0.67,0.731,0,-5.474,1,0.0509,0.0601,0.0,0.216,0.211,115.051,5hOnCHMwQdXOd4qfAWEhKP,202613,4,Underground Rap,DRAINO (feat. Denzel Curry)
0.691,0.507,1,-11.035,0,0.0442,0.0273,0.000856,0.113,0.15,119.977,08TvXzt1TIVVQyIoQphndN,142056,4,Underground Rap,Oxygen
0.8690000000000001,0.8909999999999999,7,-3.605,1,0.291,0.0137,0.000109,0.1159999999999999,0.516,166.03900000000002,7dtUtioLqJbs2u4vse0zSj,127229,4,Underground Rap,Lil Motorola
0.847,0.4479999999999999,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,159.95,7x9t8sWftdbBLiDYlREo3w,120000,4,Underground Rap,GOSHA
0.7709999999999999,0.872,8,-4.996,1,0.321,0.0739,2.82e-05,0.1369999999999999,0.51,144.95600000000002,1RPXpk7oHjhEVvNSDtHruZ,105971,4,Underground Rap,I Wanna Bitch Like Dillion Harper
0.585,0.895,11,-3.663,0,0.136,0.0505,0.0042299999999999,0.32,0.181,119.904,7Cq27Qc3WRyQ3ddwVslpVZ,193567,4,Underground Rap,Heart Attack
0.638,0.946,10,-3.685,0,0.315,0.186,0.0,0.3989999999999999,0.583,170.03,07miQb315ezd5obb3PPzQB,151107,4,Underground Rap,Sk8 Head
0.76,0.623,11,-7.803,1,0.213,0.0552,0.0044,0.161,0.598,139.04399999999998,3xPmq4xcdWtAPm4uUO0yUo,133617,5,Underground Rap,Aliens Are Ghosts ($UICIDEBOY$ X TRAVIS BARKER)
0.787,0.727,1,-7.194,1,0.265,0.000997,0.0017,0.376,0.21,141.52,0wxwXyrJYHyGUKlBaCIhgp,140038,4,Underground Rap,Squeeze
0.725,0.903,1,-3.795,1,0.16,0.0118,0.0,0.0581,0.7290000000000001,151.878,6JimmzwlVw4ainr76Z01lJ,126316,4,Underground Rap,Be a Witness (feat. Shakewell)
0.815,0.946,2,-4.1530000000000005,1,0.268,0.0802,0.0,0.315,0.8640000000000001,175.014,3VUZLAnE17QSUJAzYxgVb1,111833,4,Underground Rap,Six Speed
0.669,0.866,1,-3.486,1,0.293,0.0375,0.355,0.185,0.8240000000000001,159.888,4Mb378wKgjcUTa0jdx4g8D,171207,4,Underground Rap,All Alone
0.7140000000000001,0.853,5,-4.9,0,0.304,0.205,0.0,0.1159999999999999,0.178,204.068,3IIArPxV2jUXk2zTKbzCVx,220656,4,Underground Rap,"King, Scar."
0.546,0.775,1,-4.464,0,0.0435,0.1989999999999999,0.0073,0.0889,0.0392,179.87400000000002,0WufBpRH9k4U6OcZuUmjhu,128067,4,Underground Rap,Second Chances Aren't for Everyone Huh?
0.747,0.32,4,-15.49,0,0.0848,0.2239999999999999,0.89,0.0727,0.103,121.032,5oo7lrBwuD4dVfJbBLyVyI,115392,4,Underground Rap,Sodium
0.617,0.591,1,-4.915,0,0.0843,0.089,0.0,0.114,0.2269999999999999,160.078,6uDrRADAoejyyOLXbf2hdq,110960,4,Underground Rap,THE BALLOONS
0.7609999999999999,0.7829999999999999,1,-5.1,1,0.237,0.136,1.31e-05,0.7909999999999999,0.691,168.938,2GFcIW9RM5nlKBPDWmW5en,134974,4,Underground Rap,Audubon
0.731,0.68,9,-7.852,0,0.347,0.316,0.0002109999999999,0.131,0.617,174.93599999999998,2aLsUUsYoLdr5CaW0imYtn,142811,4,Underground Rap,Liquid Sunshine
0.523,0.867,9,-3.397,1,0.225,0.0406,3.81e-06,0.384,0.495,114.422,5uLo7y0iqCzWEiox6aKJ24,127687,4,Underground Rap,VOICESINMYHEAD
0.8859999999999999,0.316,1,-8.683,1,0.0677,0.0987,0.0166,0.108,0.0389,135.006,5HEm9RTM8fIuzKa1RBj6xZ,142222,4,Underground Rap,BAD KID
0.855,0.7959999999999999,5,-5.976,1,0.316,0.22,0.000321,0.107,0.655,160.056,3A4TIpLeMng0Nn0N7yre4g,114129,4,Underground Rap,Evil Fantasy
0.774,0.503,5,-8.994,0,0.0442,0.264,0.0757,0.0746,0.271,140.003,77K6QCwUoVOPPWf4al8WME,146187,4,Underground Rap,Lust for Hate
0.812,0.7170000000000001,0,-9.328,1,0.0616,1.86e-05,0.000624,0.1009999999999999,0.8270000000000001,141.996,16iPlwcdE4o5N8pEax66AE,231732,4,Underground Rap,Kryptic Styles
0.7879999999999999,0.872,8,-3.282,1,0.0795,0.0471,0.000837,0.2019999999999999,0.331,159.91,2jbk4xLjB2FVXw8678nh7X,126246,4,Underground Rap,Search Me Up
0.645,0.6859999999999999,10,-7.358,0,0.0945,0.166,0.0,0.0931,0.0408,110.444,4YBR9F76hT40fVDfzrcOth,130915,4,Underground Rap,Take Me Away
0.348,0.963,7,-4.516,1,0.655,0.0748,3.6e-05,0.346,0.5429999999999999,126.52,5fcYKtJMNTiBltDsT7SpzA,117809,5,Underground Rap,Fuck ALL the Pain
0.4429999999999999,0.706,4,-6.9,0,0.3879999999999999,0.1119999999999999,0.00077,0.324,0.258,179.291,2L5R5nruXzIwXJhoF8zSt8,178667,3,Underground Rap,Buried Alive
0.815,0.8220000000000001,1,-4.457,1,0.297,0.0244,0.0,0.188,0.7959999999999999,170.013,5Kr7QGT13qHpZH4IqnuaUc,101647,4,Underground Rap,Super Fun Time
0.659,0.659,2,-6.622999999999999,1,0.297,0.0906,0.0,0.348,0.611,200.158,2XH2w3lHRhbZ9D5lUjVVRC,134452,3,Underground Rap,LED
0.77,0.609,9,-6.38,1,0.372,0.00624,0.000121,0.128,0.293,140.15,3PLHEJsJTGsDg2ExhxZetY,93727,4,Underground Rap,Voltage
0.659,0.62,7,-8.617,0,0.358,0.526,3.84e-05,0.111,0.627,163.858,59zncIhxSaZdqnOaU0z2cM,136499,4,Underground Rap,Billy Boy
0.836,0.664,1,-10.035,1,0.401,0.218,2.34e-06,0.1159999999999999,0.6559999999999999,160.07,4nXn1iXBvwKEuHmMJgmx6m,197854,4,Underground Rap,RED Rust
0.748,0.802,5,-6.271,1,0.113,0.595,0.000678,0.113,0.8740000000000001,159.984,0EKbMWOt2ZwdEcqgRpLHaC,156078,4,Underground Rap,Asshole
0.743,0.732,8,-4.511,1,0.104,0.0509,1.77e-05,0.2269999999999999,0.3389999999999999,123.994,7hf89cT5FEmLV5E9fjrjG7,203373,4,Underground Rap,Beamer Boy
0.8909999999999999,0.597,1,-6.347,1,0.691,0.00979,1.22e-05,0.105,0.4639999999999999,155.977,6Hdx6kABwuNPpGSdvkoR9j,101635,4,Underground Rap,Mincemeat
0.782,0.6920000000000001,5,-6.303,1,0.373,0.0196,0.0863,0.0856,0.14,187.838,18khWfihjYxrwGv6JwiO9x,142979,4,Underground Rap,Spas12
0.706,0.659,10,-9.23,1,0.337,0.0312,0.011,0.1159999999999999,0.204,165.0,2QvvPor8hQOUlK5zB3FVMW,163413,4,Underground Rap,Welcome to Hell
0.813,0.653,7,-8.841000000000001,1,0.307,0.228,0.177,0.0753,0.632,150.05,5IlnmN5Hs9kvRsbP6pyejP,65411,4,Underground Rap,Https://murder. Com
0.85,0.636,8,-8.991,1,0.0544,0.153,0.0201,0.124,0.528,152.034,54qot29avDeUlRliD1TRiT,165990,4,Underground Rap,Set The Play (Prod.Almighty)
0.82,0.5870000000000001,0,-4.807,1,0.223,0.0773,1.15e-05,0.565,0.0904,201.874,7eOfzMzmfzmEw84bWzRU8m,81006,4,Underground Rap,KILL ME BITCH
0.77,0.892,6,-4.724,1,0.22,0.1369999999999999,0.0,0.109,0.84,182.246,6Js9pKLTyVw7xZQ1MIjkVo,138243,4,Underground Rap,Shenanigans (feat. Yung Bans)
0.66,0.4639999999999999,1,-10.285,1,0.188,0.0591,0.16,0.176,0.118,169.965,3NJtma97ZGXTUaLBj6WgQB,128327,4,Underground Rap,Game V2
0.772,0.511,8,-4.897,1,0.0947,0.0069299999999999,0.0173,0.107,0.34,140.055,2qe8pu3kqgs0I45f6fLeFw,85714,4,Underground Rap,Ashes 2 Ashes (feat. Scrim)
0.898,0.467,5,-5.939,1,0.429,0.0156,0.0,0.11,0.251,159.969,1acDrMQ6p6dm9DLrEG1lA7,108069,4,Underground Rap,Ever Seen A Demon
0.715,0.912,10,-5.391,0,0.294,0.0125,0.0,0.307,0.507,202.012,5rI9MIK4ZpNA0ltqqdhIva,90594,4,Underground Rap,AMERICAN WASTELAND
0.807,0.564,6,-7.938,0,0.319,0.1639999999999999,0.0,0.0804,0.225,192.008,5Q7mb1K0OF3RkJGy2Zs5fN,160731,4,Underground Rap,BERETTA (feat. Wifisfuneral)
0.677,0.962,7,-0.8140000000000001,1,0.284,0.11,0.325,0.496,0.509,190.05,6VwBj1x2WgEBZPxYhOm7g7,143000,4,Underground Rap,Rigor Mortis
0.562,0.7170000000000001,1,-5.845,1,0.36,0.00215,0.0,0.0649,0.8440000000000001,113.348,4uHn3bmeLZiGQ9HEJbqpgA,188966,4,Underground Rap,2083
0.885,0.7809999999999999,1,-3.248,1,0.489,0.177,0.0,0.139,0.735,140.076,6267J5PqJ16VLM9ZvlQ8OS,102139,4,Underground Rap,I Don't Dance!
0.8490000000000001,0.648,7,-6.188,1,0.0832,0.0725,0.00592,0.0984,0.196,106.075,4irYeuAi87yyGHcI4h9s0x,111020,4,Underground Rap,Paris
0.7959999999999999,0.674,2,-6.395,1,0.168,0.0186,1.12e-05,0.0776,0.359,160.029,5Ysq5wZM9uFeH2lKOBVlah,192750,4,Underground Rap,GreyGods (feat. $Uicideboy$)
0.812,0.71,10,-6.321000000000001,0,0.327,0.0138,0.0,0.132,0.805,169.926,4svrshpdIytbEI2RSt0ctO,145625,4,Underground Rap,Flash Bang
0.815,0.884,1,-4.146,1,0.213,0.00555,0.498,0.0983,0.638,145.031,4areFtLMjGt4GmO4IAbGo0,140488,4,Underground Rap,Opaul
0.754,0.575,1,-8.269,1,0.0541,0.0939,3.06e-06,0.192,0.1669999999999999,109.012,0T6OsFhh9xIqsXTbvinXes,140808,4,Underground Rap,CharacterSelect (ВыборПерсонажа)
0.609,0.804,11,-7.027,1,0.139,0.000194,0.0,0.302,0.414,159.967,6VCq9JcEi9EbEKl8XIdCgk,160427,4,Underground Rap,Arson
0.785,0.7,9,-9.427,1,0.2789999999999999,0.00476,0.757,0.115,0.264,169.972,4zbREEKTOJLK7aPB3vy3c6,142001,4,Underground Rap,Harakiri
0.7559999999999999,0.639,1,-7.277,1,0.124,0.0336,0.784,0.0795,0.6679999999999999,160.0,1YFuNKS1D5gaYBcICzfkjv,96625,4,Underground Rap,Some Chick Named Emma
0.476,0.7809999999999999,0,-4.71,1,0.103,0.0237,0.0,0.114,0.175,186.948,2Z4luUc9BQHrEwSSJ1eg0q,123661,3,Underground Rap,ProductOfDrugs (Prod. The Virus and Antidote)
0.935,0.429,1,-6.697,1,0.118,0.0308,0.0,0.102,0.0769,139.987,4yORBk6ZyYsJpnJchyZevc,123481,4,Underground Rap,2nd Hand
0.774,0.7509999999999999,1,-2.445,1,0.198,0.0614,0.0,0.0728,0.1889999999999999,109.98,37gqBnUAZe8BY8WR56kDNk,140326,4,Underground Rap,I Put My Dick in Your Mental
0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.1169999999999999,0.0362,185.948,7Cye3UbCA6UNuDykdCf3AB,206472,3,Underground Rap,Dark Light
0.713,0.29,7,-16.365,1,0.0647,0.6859999999999999,0.807,0.318,0.121,124.941,7I4ibsZgwuf46g0xHuTC8s,139440,4,Underground Rap,HDMI
0.888,0.7290000000000001,10,-5.021,1,0.0728,0.00211,7.28e-05,0.118,0.963,140.032,41O2HJrZ1UemTdvfUsVOam,129202,4,Underground Rap,Killin' on Demand
0.5489999999999999,0.497,3,-8.645,0,0.22,0.00436,0.0,0.0698,0.113,131.838,3nF5bxOE63ZU6JiU4IJQB8,84558,3,Underground Rap,Extinction
0.973,0.446,3,-9.355,0,0.0612,0.0303,1.75e-05,0.121,0.265,115.039,3kZAm2TC74lBJFPDoV40Qc,135340,4,Underground Rap,Psycho Pass
0.736,0.5589999999999999,7,-9.225,0,0.293,0.5589999999999999,0.0009599999999999,0.0886,0.0354,150.049,6LsMmm02qu6SOmp9JeaIyC,179200,4,Underground Rap,To Whom It May Concern
0.7509999999999999,0.497,10,-11.269,0,0.103,5.31e-05,0.7609999999999999,0.102,0.871,152.00799999999998,3juOs9ofGhGOSQUXJa3pDQ,104211,4,Underground Rap,Out Da Way
0.544,0.812,1,-6.431,1,0.3929999999999999,0.0185,0.0,0.481,0.6779999999999999,183.529,7EpACeh5ooHUb0AnQ3f3Xl,180000,4,Underground Rap,Uppercuts
0.696,0.482,8,-10.492,1,0.0675,0.254,0.0158,0.0941,0.198,150.024,2xxxBXNUrBDugyRRadKChF,142400,4,Underground Rap,Lethal Presence
0.825,0.6579999999999999,6,-9.548,0,0.181,0.0509,0.00154,0.0847,0.7440000000000001,158.49,3i565Xg1soXxzZnuYRxeO3,73927,4,Underground Rap,Snake
0.795,0.6779999999999999,6,-9.293,0,0.172,0.00135,0.602,0.3289999999999999,0.919,165.019,3WxVUV2pgCuSg8Z4bibL83,193776,4,Underground Rap,Gankin' Fools
0.767,0.696,9,-4.47,1,0.262,0.17,1.23e-06,0.0924,0.6509999999999999,145.077,5FO5rfroNlnbhKugYS5b2F,110080,4,Underground Rap,Run
0.71,0.797,0,-8.718,1,0.0794,0.0984,0.0033799999999999,0.195,0.298,129.996,0R0iw2JT3ONP9MD4qkmrzV,96844,4,Underground Rap,Overdose
0.62,0.578,1,-7.968,1,0.3379999999999999,0.16,0.0,0.221,0.402,164.866,3ecUTTkzs9aaNBkDiWzdZ9,133875,4,Underground Rap,MEGAN
0.7,0.723,11,-3.515,0,0.2239999999999999,0.113,0.0,0.402,0.64,151.96,66XS3GUHSLzqc8ByCUNVJT,151667,4,Underground Rap,No Opptions
0.642,0.5379999999999999,8,-7.206,1,0.0696,0.0242,0.0,0.273,0.57,143.921,1Z8gpnzgTFQKAwmV43iLBB,150160,4,Underground Rap,witchblades
0.6679999999999999,0.7559999999999999,0,-7.351,1,0.158,0.067,2.99e-05,0.28,0.5579999999999999,155.005,3wykWezTVfI2hwLJ3WdlHu,91716,4,Underground Rap,Cough It Up
0.833,0.782,8,-4.978,1,0.1,0.0155,6.15e-05,0.0802,0.923,153.041,6lV5bL88N3p9j6VIv2AYKj,152947,4,Underground Rap,Perfect Match
0.599,0.851,1,-6.279,1,0.45,0.203,0.0,0.325,0.787,174.57,10qp2g1jvHn79HiDUsaAb1,196853,4,Underground Rap,So.Incredible.pkg
0.792,0.698,1,-6.364,1,0.172,0.489,0.0788,0.127,0.7509999999999999,129.971,1vvBUZseJ7fwYPX1NedOLd,173938,4,Underground Rap,Cha Cha
0.77,0.853,10,-3.849,0,0.221,0.0042,0.0009609999999999,0.0936,0.615,164.037,0jakaHRU7ubOzJTseh6tJu,135732,4,Underground Rap,Stick Out
0.8,0.505,0,-6.54,1,0.115,0.0206,2.05e-05,0.198,0.179,114.972,2I12vOWeJU5ayhr6ha6esf,128418,4,Underground Rap,O Pana!
0.916,0.738,10,-11.703,0,0.308,0.517,0.856,0.292,0.517,148.878,2xz0NeqqspqGfXSkBpCF8m,129124,4,Underground Rap,I'm a Murderer
0.762,0.41,8,-11.979,1,0.0551,0.278,3.43e-05,0.157,0.0813,200.094,6oBL8TdQHEO7jeEdqECg37,271404,4,Underground Rap,Still Cold / Pathway Private
0.872,0.674,8,-8.57,1,0.0439,0.00179,0.0,0.0951,0.342,146.04399999999998,04x2DuiGs5b7s2coJm1BGU,244088,4,Underground Rap,Ima Pervert
0.884,0.903,6,-3.672,0,0.2,0.2739999999999999,0.000372,0.302,0.8390000000000001,150.04399999999998,07axW9SxfAoeJ4K1kKFXAC,153652,4,Underground Rap,All Dogs Go To Heaven
0.727,0.62,8,-6.443,1,0.306,0.3979999999999999,0.0,0.0926,0.555,105.003,658I1uDnmLSiltFCf98AWE,169979,4,Underground Rap,RIP Roach
0.602,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.1119999999999999,184.04,3kBD2xHIqKWXjLAGidDTSz,159987,4,Underground Rap,Benz Truck (гелик)
0.966,0.863,7,-7.767,1,0.0814,0.0099099999999999,0.00483,0.108,0.6509999999999999,129.983,453TYgM0wv1TqIfhPNvTTk,216007,4,Underground Rap,Smoked Out Killaz
0.753,0.679,5,-7.0920000000000005,0,0.0349,0.324,4.210000000000001e-05,0.423,0.19,105.977,5XAPpyIoYF3QXP34Hv8Pvx,145078,4,Underground Rap,Kill Yourself (Part III)
0.8009999999999999,0.871,0,-5.294,0,0.13,0.276,0.1669999999999999,0.0973,0.84,164.048,743LeumrdGtq24NJ405hiO,139102,4,Underground Rap,Stutter
0.8440000000000001,0.958,6,-3.016,1,0.21,0.123,0.633,0.342,0.58,139.122,2GY7Xf0UVvmQqfDD9J3Q94,137000,4,Underground Rap,Nuclear Winter
0.705,0.7290000000000001,10,-5.3020000000000005,0,0.0691,0.0119,0.000194,0.621,0.5,164.074,3oBlwGbihR4DHztLAyPH6n,120000,4,Underground Rap,Aw Shit - Zillakami Solo
0.665,0.614,11,-8.28,0,0.3,0.177,0.187,0.124,0.108,145.006,4wjIegxneNyHLqrChjOaP1,160836,4,Underground Rap,Death Grip
0.893,0.6709999999999999,10,-6.964,0,0.253,0.0233,1.04e-06,0.121,0.319,179.976,5iQgxHY0T4jY7GtjPCojp4,118000,4,Underground Rap,Sit Ups
0.748,0.8029999999999999,1,-7.385,1,0.0997,0.00151,4.63e-05,0.132,0.385,180.03,2ypW0I5memSIS0bTyg0wSk,224345,4,Underground Rap,Scorched Earth
0.632,0.908,1,-3.2880000000000003,1,0.235,0.337,0.00112,0.337,0.941,159.987,03WUbMynf7AyLWSMzZKLsQ,122880,4,Underground Rap,METÀ VITA
0.747,0.624,11,-6.162000000000001,0,0.0353,0.08,0.0,0.289,0.209,195.928,4OdUXxXl2umMwmDQhC8lr3,123673,4,Underground Rap,Cash Out
0.8590000000000001,0.6759999999999999,4,-3.994,0,0.0465,0.161,0.0,0.1639999999999999,0.26,119.008,5P0da6F24CfpgXLtyrrVB3,225898,4,Underground Rap,Need a Hit
0.8009999999999999,0.601,1,-5.691,1,0.0492,0.18,0.0,0.201,0.486,165.044,4fDe3N1y99VnT5qTuQ6OrL,123019,4,Underground Rap,Visa
0.858,0.6,11,-8.925,1,0.156,0.0339,0.0223,0.108,0.113,120.056,7MstrHKeYrqbZ3hIYXt7wI,112000,4,Underground Rap,whatever mane
0.556,0.8290000000000001,0,-6.71,1,0.145,0.126,0.0023899999999999,0.44,0.61,179.872,4nX5XUzGxKK1kunJntnWIY,202667,4,Underground Rap,Buried Alive 2
0.797,0.747,8,-5.621,1,0.276,0.0425,0.00426,0.331,0.141,176.019,6rfAmLgDuvaFQ5vGTrXYK2,136516,4,Underground Rap,The Voices In The Dark
0.877,0.774,1,-8.747,1,0.218,0.00261,0.0113,0.136,0.455,183.018,7IEgywoWmLvnJnyNPAhOM8,116557,4,Underground Rap,Fly (On the Wall)
0.79,0.777,2,-8.752,1,0.3389999999999999,0.0889,0.00112,0.141,0.421,160.013,5XdMhCdREbGcpG5TmRVrUd,96052,4,Underground Rap,Kid Cudi (Remix)
0.7759999999999999,0.562,9,-6.901,1,0.363,0.0399,0.0,0.138,0.521,169.03,2QbGvQssb0VLLS4x5NOmyJ,147867,4,Underground Rap,RICKY
0.597,0.327,6,-13.288,1,0.0339,0.436,0.0318,0.103,0.163,125.007,2QmRl7XsNna1i7gjpRXc5u,123216,4,Underground Rap,Branches
0.703,0.826,2,-7.521,1,0.275,0.00802,0.0,0.669,0.77,163.043,2bKo4wWAqFPIEkgdBvz0Q7,167853,4,Underground Rap,Fortykay
0.675,0.574,6,-8.066,1,0.0559,0.0121,1.11e-05,0.108,0.482,135.037,3Q241k92c1I5sqKbdw6Ujb,155693,4,Underground Rap,White Wine
0.906,0.61,6,-7.683,0,0.0792,0.108,0.000147,0.0851,0.422,130.002,4YR4mwHmGXsI1xB0o0Bu0j,236452,4,Underground Rap,Decisions of Torment
0.7829999999999999,0.841,1,-4.133,1,0.174,0.00974,0.0688,0.0955,0.957,144.97899999999998,3Vo9dTCJwma6hy7N9ZbLq8,141558,4,Underground Rap,Redrum
0.7240000000000001,0.8909999999999999,1,-0.354,1,0.294,0.0261,0.0,0.273,0.71,184.956,495T3rrTtGF4FRHHvldWjh,310250,4,Underground Rap,METHHEAD FREESTYLE
0.6779999999999999,0.652,11,-7.92,1,0.449,0.122,0.0,0.0632,0.843,139.97799999999998,5S1zGdWFFAVcjc9yOYrr5J,113786,4,Underground Rap,SPMO!
0.727,0.636,4,-6.507999999999999,0,0.386,0.00537,0.0,0.1009999999999999,0.426,117.717,1GE25yzgEySnrutWTyOPI1,143591,4,Underground Rap,HAZARD
0.985,0.4379999999999999,1,-11.004,1,0.0712,0.212,5.41e-05,0.1159999999999999,0.584,118.079,5N6USyYyAuSyysUQ1xncYc,138715,4,Underground Rap,"POP, LOCK & DROPDEAD"
0.632,0.946,0,-2.784,0,0.2769999999999999,0.192,0.0,0.495,0.324,125.061,1s70cjkrdj9lpEeQQlmS9l,169062,3,Underground Rap,Die a King
0.7979999999999999,0.396,1,-10.579,1,0.392,0.0208,0.15,0.113,0.261,150.012,0kf9ZJA00vWe9fVmPscS9C,106440,4,Underground Rap,Overdose > You
0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,0Q2n5yzl2XRqYbV77tZNYp,150115,4,Underground Rap,GOODMORNINGTOKYO!
0.733,0.6509999999999999,1,-6.892,1,0.0712,0.0139999999999999,2.44e-05,0.1669999999999999,0.4429999999999999,158.036,3u8IW2HjVqeKYq5HRfeGm8,159008,4,Underground Rap,BERZERK
0.765,0.695,11,-4.939,0,0.0542,0.475,7.19e-06,0.205,0.195,117.972,6fd3KzSD1SZqPT1bAVexfl,114286,4,Underground Rap,Part IV
0.779,0.435,10,-12.745,0,0.542,0.3339999999999999,0.0001139999999999,0.0924,0.525,188.223,16PmczUxlX7dpr6ror6pXd,102137,4,Underground Rap,Nike Ticks
